Brand,Model,Year,Engine CC,Power (BHP),Mileage (kmpl),Kms Driven,Fuel Type,Bike Type,Condition,Transmission,Owner Type,Price
Harley-Davidson,Fat Boy,2011,650,47.6,59.0,75726,Petrol,Adventure,New,Automatic,2nd Owner,331477.22
BMW,R1250GS,2021,750,71.4,59.2,69016,Petrol,Cruiser,Used,Automatic,2nd Owner,424380.75
Harley-Davidson,Road King,2013,100,12.8,21.4,68791,Petrol,Adventure,Like New,Manual,2nd Owner,35668.31
BMW,S1000RR,2015,150,9.1,35.1,34580,Petrol,Naked,Like New,Automatic,2nd Owner,85784.45
Kawasaki,W175,2018,1250,77.5,61.3,110141,Petrol,Adventure,New,Manual,2nd Owner,400507.53
TVS,Jupiter,2013,160,10.4,65.3,23222,Electric,Scooter,Used,Automatic,3rd Owner,9979.82
Honda,Africa Twin,2013,125,13.6,33.5,101446,Petrol,Sport,Like New,Automatic,3rd Owner,9306.61
TVS,Ntorq 125,2009,300,27.5,38.7,27991,Petrol,Naked,Used,Manual,2nd Owner,18689.38
Ducati,Scrambler,2014,1084,67.1,60.1,84414,Petrol,Commuter,Like New,Automatic,3rd Owner,609894.33
KTM,Duke 200,2009,750,113.4,15.0,19785,Petrol,Sport,New,Manual,2nd Owner,317847.69
BMW,G310GS,2013,100,10.6,47.9,30300,Petrol,Scooter,Used,Automatic,3rd Owner,21694.73
BMW,G310GS,2016,150,11.4,61.4,97206,Petrol,Scooter,Like New,Automatic,3rd Owner,47349.5
Suzuki,Intruder,2015,1084,148.1,50.6,36735,Petrol,Adventure,New,Manual,3rd Owner,265748.88
Honda,Activa,2022,650,94.2,51.1,55548,Petrol,Cruiser,Like New,Manual,1st Owner,171783.37
Ducati,Scrambler,2010,1340,147.5,22.1,11831,Petrol,Naked,New,Automatic,3rd Owner,820151.25
Ducati,Multistrada,2015,1340,177.5,17.6,3567,Petrol,Commuter,New,Manual,2nd Owner,805334.39
Harley-Davidson,Sportster,2021,1340,189.3,15.0,62303,Petrol,Naked,New,Manual,3rd Owner,1251915.68
Royal Enfield,Bullet 350,2019,110,13.5,51.7,59040,Petrol,Scooter,Used,Automatic,1st Owner,18452.46
BMW,F850GS,2023,1084,120.8,15.1,71382,Petrol,Sport,Used,Manual,2nd Owner,337191.26
Harley-Davidson,Sportster,2006,1250,101.3,29.2,100390,Petrol,Adventure,New,Automatic,3rd Owner,864735.67
Ducati,Panigale V2,2021,100,7.1,71.0,52744,Petrol,Commuter,Like New,Automatic,3rd Owner,38795.48
TVS,Apache RTR 160,2015,125,17.3,51.0,74827,Petrol,Naked,Like New,Automatic,3rd Owner,8214.78
Honda,CBR 650R,2005,650,70.3,35.2,5303,Petrol,Sport,Used,Manual,1st Owner,64835.23
Ducati,SuperSport,2024,250,21.1,35.4,111850,Petrol,Cruiser,Like New,Automatic,1st Owner,127614.68
BMW,R1250GS,2021,750,105.0,58.1,25535,Petrol,Scooter,Used,Automatic,1st Owner,332021.39
Suzuki,Access 125,2008,390,28.4,32.6,101115,Petrol,Scooter,New,Automatic,2nd Owner,42600.23
TVS,Apache RTR 200,2021,300,27.3,55.9,48687,Petrol,Naked,New,Manual,1st Owner,73111.95
Honda,CB Shine,2009,250,33.8,71.7,26511,Petrol,Adventure,New,Automatic,3rd Owner,45830.06
TVS,Apache RTR 160,2006,1340,116.2,39.2,59011,Petrol,Commuter,New,Automatic,3rd Owner,305131.61
Ducati,Scrambler,2023,350,36.1,21.1,101707,Petrol,Adventure,Used,Manual,1st Owner,201754.25
Harley-Davidson,Fat Boy,2020,1084,163.7,43.7,65802,Petrol,Scooter,New,Automatic,3rd Owner,908181.01
Kawasaki,Ninja 300,2021,650,82.0,63.6,5447,Petrol,Sport,Used,Automatic,3rd Owner,214150.68
Kawasaki,Z900,2010,350,39.8,27.3,9540,Petrol,Scooter,Like New,Automatic,2nd Owner,99246.15
Honda,CBR 650R,2011,350,47.0,31.8,33871,Petrol,Scooter,New,Automatic,2nd Owner,87579.6
Yamaha,FZS-Fi,2013,150,17.5,41.4,21676,Petrol,Sport,Like New,Manual,2nd Owner,21055.51
Royal Enfield,Classic 350,2012,350,28.1,60.2,117070,Electric,Naked,Used,Automatic,3rd Owner,59597.65
Honda,CB Hornet,2023,160,15.2,48.4,32136,Petrol,Sport,New,Automatic,3rd Owner,53723.13
TVS,Ntorq 125,2010,150,15.2,51.7,60751,Petrol,Scooter,Used,Automatic,2nd Owner,8000.0
BMW,R1250GS,2012,300,36.4,29.9,104496,Petrol,Commuter,New,Manual,2nd Owner,197290.81
Kawasaki,Ninja ZX-10R,2018,1250,84.0,15.0,97541,Electric,Adventure,Used,Automatic,3rd Owner,224815.23
Ducati,Monster,2013,350,36.2,22.3,113005,Petrol,Adventure,Used,Automatic,2nd Owner,150668.68
Ducati,Monster,2008,1250,154.2,23.9,29097,Petrol,Naked,Used,Automatic,3rd Owner,583612.85
Suzuki,V-Strom,2019,650,39.2,57.7,80172,Electric,Commuter,Like New,Automatic,2nd Owner,122431.93
BMW,G310R,2011,300,18.0,61.5,72501,Petrol,Commuter,New,Manual,3rd Owner,171097.15
Kawasaki,Ninja 300,2013,500,47.9,30.8,49493,Petrol,Cruiser,Like New,Manual,1st Owner,108055.12
TVS,Ntorq 125,2021,1084,100.0,33.0,18065,Petrol,Sport,Used,Manual,3rd Owner,164421.37
Ducati,Scrambler,2008,1084,123.1,16.7,66304,Electric,Sport,Like New,Automatic,3rd Owner,706613.09
Kawasaki,W175,2007,390,42.3,25.7,63595,Petrol,Commuter,Like New,Manual,1st Owner,109979.6
Yamaha,FZ-S,2024,650,95.1,45.7,43841,Petrol,Sport,Used,Manual,1st Owner,238572.23
Kawasaki,Ninja 300,2016,300,46.8,29.4,4856,Electric,Commuter,New,Automatic,1st Owner,113791.94
BMW,G310R,2015,160,11.2,30.9,103818,Petrol,Adventure,Used,Automatic,1st Owner,31866.39
TVS,Raider 125,2009,100,7.3,30.3,33248,Petrol,Scooter,Like New,Automatic,1st Owner,8000.0
Honda,Activa,2012,1340,95.7,15.0,50016,Petrol,Sport,New,Manual,1st Owner,289911.25
Kawasaki,Z900,2023,150,20.0,30.6,68267,Petrol,Sport,New,Manual,1st Owner,53276.94
Ducati,Multistrada,2015,160,12.4,34.6,101755,Petrol,Naked,Used,Automatic,1st Owner,61300.11
Kawasaki,Versys 650,2010,110,13.5,57.4,57813,Petrol,Scooter,Like New,Automatic,2nd Owner,15191.32
TVS,Raider 125,2016,180,28.5,54.8,109924,Petrol,Cruiser,Like New,Manual,2nd Owner,29406.49
TVS,Apache RTR 160,2013,1000,122.0,46.8,103723,Petrol,Scooter,Like New,Automatic,1st Owner,229465.13
Royal Enfield,Thunderbird,2016,250,33.0,36.4,21373,Petrol,Adventure,Used,Automatic,2nd Owner,53013.52
KTM,Duke 125,2018,160,23.6,63.6,116921,Petrol,Commuter,New,Automatic,1st Owner,60292.73
Harley-Davidson,Sportster,2009,350,47.1,23.2,60487,Petrol,Scooter,Used,Automatic,1st Owner,134050.33
Royal Enfield,Meteor 350,2014,750,85.4,38.0,88155,Petrol,Adventure,New,Automatic,3rd Owner,265261.19
Kawasaki,W175,2024,1250,187.1,46.8,113280,Petrol,Naked,New,Manual,2nd Owner,576822.11
Harley-Davidson,Iron 883,2005,250,38.6,23.6,50247,Electric,Scooter,New,Automatic,1st Owner,117640.15
Harley-Davidson,Sportster,2005,1250,149.0,49.2,27763,Petrol,Sport,Used,Automatic,1st Owner,575112.36
Ducati,Panigale V2,2015,300,40.5,62.3,83446,Petrol,Scooter,Used,Automatic,2nd Owner,92624.22
TVS,Apache RTR 160,2019,160,13.8,55.3,83155,Petrol,Sport,New,Automatic,3rd Owner,32586.35
Yamaha,R15,2018,650,83.3,50.0,54239,Petrol,Scooter,New,Automatic,2nd Owner,271972.18
Kawasaki,W175,2008,110,9.3,27.2,103426,Petrol,Sport,New,Automatic,3rd Owner,8000.0
Honda,CB Shine,2011,250,21.8,34.9,87778,Petrol,Adventure,Like New,Manual,3rd Owner,34616.04
TVS,Raider 125,2013,125,8.6,65.3,65200,Petrol,Sport,New,Automatic,3rd Owner,8000.0
TVS,Raider 125,2007,100,15.3,23.5,21674,Petrol,Sport,New,Automatic,2nd Owner,8000.0
Honda,CB Shine,2024,110,12.7,40.3,101387,Petrol,Naked,Like New,Automatic,2nd Owner,35679.03
Kawasaki,Versys 650,2011,125,12.3,43.1,88488,Petrol,Naked,New,Manual,3rd Owner,8000.0
Yamaha,FZ-S,2020,150,19.0,36.0,76910,Petrol,Sport,New,Automatic,2nd Owner,42519.85
KTM,Duke 125,2007,350,23.6,26.8,112053,Petrol,Cruiser,New,Automatic,3rd Owner,130226.51
Ducati,Scrambler,2021,500,55.0,41.2,79824,Petrol,Naked,New,Manual,3rd Owner,415801.81
Ducati,Monster,2023,350,53.2,27.3,37719,Petrol,Sport,Like New,Manual,1st Owner,176062.72
TVS,Ntorq 125,2010,650,59.3,15.0,44688,Petrol,Cruiser,New,Automatic,3rd Owner,114374.7
BMW,S1000RR,2020,125,12.4,66.2,92877,Petrol,Naked,Like New,Automatic,2nd Owner,59300.62
TVS,Apache RTR 200,2006,100,9.7,38.4,96244,Petrol,Adventure,Used,Automatic,1st Owner,8000.0
Suzuki,Access 125,2019,125,18.4,44.7,86143,Petrol,Cruiser,New,Automatic,2nd Owner,26747.24
Yamaha,MT-15,2013,150,20.8,70.2,67247,Petrol,Adventure,New,Automatic,1st Owner,39616.95
Yamaha,FZ-S,2005,750,80.4,30.6,105909,Petrol,Adventure,New,Manual,1st Owner,204286.27
Yamaha,FZ-S,2016,180,16.7,30.4,23436,Petrol,Cruiser,New,Automatic,2nd Owner,41222.88
TVS,Raider 125,2024,350,34.1,21.2,98975,Petrol,Adventure,Like New,Manual,1st Owner,97664.82
Kawasaki,Versys 650,2005,390,28.5,35.9,19586,Petrol,Scooter,Like New,Automatic,3rd Owner,116326.12
Ducati,Multistrada,2008,500,30.9,64.5,100006,Petrol,Commuter,New,Manual,3rd Owner,229872.64
Yamaha,YZF R1,2014,390,41.7,33.7,99990,Petrol,Naked,New,Automatic,2nd Owner,134854.87
Suzuki,Intruder,2006,180,28.5,22.7,80485,Petrol,Adventure,New,Automatic,2nd Owner,15006.8
Honda,CB Hornet,2019,1250,191.4,36.8,29587,Petrol,Naked,Like New,Automatic,2nd Owner,425981.33
Ducati,SuperSport,2023,100,13.7,38.1,45651,Petrol,Cruiser,Like New,Automatic,3rd Owner,65369.55
TVS,Apache RTR 160,2018,750,73.3,44.5,117660,Petrol,Naked,Like New,Automatic,1st Owner,185522.25
Ducati,Scrambler,2012,250,17.3,43.4,6166,Petrol,Cruiser,New,Automatic,2nd Owner,133249.74
Yamaha,MT-15,2023,1250,151.7,15.0,67612,Petrol,Adventure,Like New,Automatic,3rd Owner,562874.99
Royal Enfield,Himalayan,2014,883,69.2,43.9,42850,Petrol,Sport,Like New,Automatic,3rd Owner,341959.07
Suzuki,Access 125,2014,1084,91.8,15.0,93487,Petrol,Sport,Like New,Automatic,2nd Owner,279752.68
BMW,G310GS,2015,390,29.7,44.3,4274,Petrol,Adventure,Like New,Automatic,1st Owner,159990.35
Kawasaki,Z900,2012,160,18.2,51.5,47533,Petrol,Commuter,New,Automatic,3rd Owner,52636.41
Kawasaki,Ninja 300,2013,100,6.9,71.1,24593,Petrol,Scooter,Like New,Automatic,3rd Owner,8000.0
Suzuki,Intruder,2009,160,12.4,26.8,101307,Petrol,Sport,Used,Manual,3rd Owner,8000.0
Harley-Davidson,Iron 883,2017,250,16.1,72.7,28739,Petrol,Commuter,Like New,Manual,3rd Owner,135602.2
BMW,G310R,2010,160,15.6,28.1,14425,Petrol,Scooter,New,Automatic,1st Owner,69828.04
Yamaha,YZF R1,2006,100,14.4,31.1,85438,Petrol,Sport,Used,Manual,1st Owner,8000.0
Royal Enfield,Thunderbird,2007,1084,65.1,43.3,822,Petrol,Naked,Like New,Manual,1st Owner,399910.91
Kawasaki,Z900,2012,125,11.1,69.3,102977,Petrol,Sport,Used,Automatic,2nd Owner,14703.0
Harley-Davidson,Iron 883,2008,350,36.0,64.3,92158,Petrol,Sport,Like New,Automatic,2nd Owner,189561.92
Honda,Activa,2010,1000,124.8,42.5,3973,Petrol,Commuter,Like New,Manual,3rd Owner,213385.75
Yamaha,YZF R1,2006,160,15.8,30.5,63212,Petrol,Scooter,Used,Automatic,1st Owner,19885.16
Kawasaki,Versys 650,2012,160,17.9,29.5,47126,Petrol,Sport,New,Automatic,3rd Owner,29067.71
Ducati,Panigale V2,2020,125,13.2,29.6,25739,Electric,Sport,Like New,Automatic,1st Owner,62353.29
TVS,Raider 125,2023,160,19.4,65.9,19269,Petrol,Cruiser,Like New,Automatic,2nd Owner,33179.08
KTM,RC 390,2008,1000,73.9,44.3,54597,Petrol,Sport,Used,Manual,3rd Owner,206828.65
Honda,CBR 650R,2016,180,19.6,55.8,58842,Petrol,Commuter,Used,Manual,1st Owner,23855.21
BMW,F850GS,2012,1000,104.1,55.5,98983,Petrol,Adventure,Used,Automatic,3rd Owner,401299.22
Suzuki,Hayabusa,2023,350,25.5,55.5,53819,Petrol,Cruiser,New,Automatic,3rd Owner,92329.87
KTM,RC 390,2008,160,19.2,66.5,17064,Petrol,Adventure,Like New,Automatic,1st Owner,16873.43
Honda,Africa Twin,2019,1340,139.0,43.5,114070,Petrol,Commuter,Like New,Manual,2nd Owner,402860.48
Honda,CB Hornet,2009,200,26.0,32.8,112832,Petrol,Scooter,Like New,Automatic,3rd Owner,13673.0
Harley-Davidson,Sportster,2019,160,20.0,42.9,86409,Electric,Sport,New,Automatic,1st Owner,102908.86
Harley-Davidson,Sportster,2009,250,21.7,27.1,91387,Electric,Naked,Like New,Automatic,3rd Owner,76948.07
Harley-Davidson,Road King,2019,100,7.1,41.5,18931,Petrol,Naked,Used,Manual,1st Owner,60425.75
Suzuki,Gixxer,2006,1084,110.9,24.7,107599,Petrol,Naked,New,Manual,1st Owner,267369.66
Honda,Africa Twin,2010,1250,159.6,31.6,11745,Petrol,Adventure,New,Automatic,3rd Owner,374249.59
Ducati,SuperSport,2009,100,8.6,49.5,74982,Petrol,Sport,New,Manual,1st Owner,30784.31
TVS,Apache RTR 200,2016,110,11.8,70.6,10650,Petrol,Cruiser,Used,Automatic,1st Owner,9805.36
Honda,Africa Twin,2006,200,13.4,69.2,99765,Petrol,Sport,Used,Automatic,3rd Owner,8000.0
Yamaha,MT-15,2017,650,72.5,57.5,109766,Petrol,Naked,Like New,Manual,2nd Owner,195480.13
BMW,S1000RR,2021,110,7.8,32.9,53363,Petrol,Cruiser,Used,Automatic,2nd Owner,52516.32
Royal Enfield,Classic 350,2007,110,14.3,24.7,13962,Petrol,Naked,Like New,Manual,2nd Owner,8000.0
KTM,Adventure 390,2018,1084,144.8,60.6,62106,Petrol,Adventure,Used,Automatic,3rd Owner,333515.0
Suzuki,V-Strom,2007,1000,85.6,52.3,44125,Petrol,Naked,New,Automatic,1st Owner,215099.53
BMW,R1250GS,2015,883,67.0,44.9,31880,Petrol,Naked,Like New,Manual,2nd Owner,461668.89
Harley-Davidson,Road King,2015,1250,183.6,15.0,35585,Petrol,Adventure,Like New,Automatic,3rd Owner,571525.44
Kawasaki,Ninja 300,2009,1084,99.4,28.9,23931,Petrol,Adventure,Used,Manual,2nd Owner,345918.32
Honda,CB Hornet,2015,160,24.7,64.6,14458,Petrol,Sport,Like New,Automatic,1st Owner,21479.19
Harley-Davidson,Fat Boy,2005,883,134.2,51.0,111204,Petrol,Adventure,Used,Automatic,2nd Owner,497528.86
KTM,RC 390,2009,390,58.8,25.1,51609,Petrol,Naked,New,Manual,2nd Owner,97175.18
Suzuki,Hayabusa,2009,200,25.2,36.2,89341,Petrol,Cruiser,Like New,Automatic,3rd Owner,26450.0
TVS,Ntorq 125,2008,1340,134.9,31.2,93531,Petrol,Cruiser,Used,Automatic,2nd Owner,188019.8
Ducati,SuperSport,2012,200,19.6,36.3,94006,Petrol,Commuter,Used,Manual,3rd Owner,73964.14
Harley-Davidson,Sportster,2011,180,11.2,29.7,34365,Petrol,Naked,Like New,Manual,2nd Owner,96241.87
Kawasaki,Ninja ZX-10R,2006,150,10.0,40.4,11328,Petrol,Cruiser,New,Manual,1st Owner,19570.59
Ducati,Monster,2005,1084,114.4,15.0,94579,Petrol,Cruiser,Used,Automatic,3rd Owner,598957.83
Kawasaki,Versys 650,2014,1084,126.8,34.7,12199,Petrol,Sport,Used,Automatic,2nd Owner,334859.66
KTM,Adventure 390,2017,350,35.3,53.8,115397,Petrol,Adventure,Like New,Manual,3rd Owner,106422.77
Suzuki,Hayabusa,2017,1250,75.3,25.4,22316,Petrol,Adventure,Like New,Manual,2nd Owner,287409.9
Suzuki,Gixxer,2022,650,88.8,52.3,49912,Petrol,Cruiser,New,Manual,3rd Owner,206335.89
Harley-Davidson,Iron 883,2017,200,24.0,61.8,26471,Petrol,Cruiser,Used,Manual,2nd Owner,106495.75
Honda,CB Shine,2006,110,7.9,56.4,78512,Petrol,Sport,Like New,Automatic,3rd Owner,8000.0
KTM,Duke 200,2010,1084,139.1,43.5,37027,Petrol,Naked,Like New,Manual,3rd Owner,376949.54
Royal Enfield,Meteor 350,2019,750,104.2,35.1,22833,Petrol,Scooter,New,Automatic,3rd Owner,291194.06
Ducati,SuperSport,2007,500,72.3,62.7,102711,Petrol,Scooter,Used,Automatic,2nd Owner,292164.26
Kawasaki,Ninja 300,2007,110,16.8,69.3,88887,Petrol,Commuter,New,Automatic,2nd Owner,8000.0
Royal Enfield,Meteor 350,2008,1250,182.9,37.3,87959,Petrol,Commuter,Used,Automatic,3rd Owner,408599.55
Yamaha,FZS-Fi,2020,750,114.5,40.1,63246,Petrol,Commuter,Like New,Manual,2nd Owner,259579.15
BMW,G310R,2007,650,67.3,59.6,53127,Petrol,Commuter,New,Automatic,2nd Owner,444893.3
Honda,Africa Twin,2011,883,78.7,46.5,107588,Petrol,Commuter,Like New,Manual,2nd Owner,207597.1
TVS,Raider 125,2008,160,10.0,36.3,20461,Petrol,Naked,Used,Automatic,2nd Owner,8000.0
BMW,G310GS,2005,390,42.2,24.9,38629,Petrol,Adventure,New,Automatic,2nd Owner,279555.12
Suzuki,Intruder,2016,650,42.6,35.9,11022,Petrol,Cruiser,Like New,Automatic,1st Owner,153192.14
Honda,Africa Twin,2010,300,36.8,33.4,59116,Petrol,Adventure,Used,Automatic,1st Owner,40143.42
TVS,Apache RTR 200,2005,150,13.1,29.8,2229,Petrol,Naked,Used,Manual,2nd Owner,8000.0
Ducati,SuperSport,2016,160,12.3,75.4,53987,Petrol,Sport,Like New,Manual,2nd Owner,61986.0
Harley-Davidson,Fat Boy,2005,160,13.4,64.7,85855,Petrol,Commuter,Used,Automatic,2nd Owner,57230.44
Royal Enfield,Classic 350,2015,1000,127.8,52.2,100460,Petrol,Adventure,Like New,Automatic,2nd Owner,363323.23
Ducati,SuperSport,2020,200,19.6,37.7,29187,Petrol,Scooter,New,Automatic,2nd Owner,156130.4
KTM,Adventure 390,2016,1084,166.9,18.6,26491,Petrol,Naked,Like New,Manual,3rd Owner,363060.86
Ducati,Panigale V2,2018,1000,96.5,26.4,68340,Petrol,Commuter,New,Automatic,2nd Owner,739958.6
TVS,Jupiter,2012,180,16.2,57.9,80464,Petrol,Scooter,Like New,Automatic,2nd Owner,20226.01
TVS,Jupiter,2022,110,8.5,41.6,42328,Petrol,Cruiser,Like New,Manual,3rd Owner,15416.21
Honda,CB Shine,2019,200,16.5,40.4,99916,Petrol,Sport,Like New,Automatic,2nd Owner,38129.19
TVS,Jupiter,2013,500,58.0,51.1,74192,Petrol,Sport,Used,Manual,2nd Owner,66905.92
Suzuki,Gixxer,2014,390,46.7,21.8,41348,Petrol,Commuter,New,Manual,2nd Owner,118096.19
Kawasaki,Z900,2020,390,24.5,30.0,13681,Petrol,Commuter,Like New,Automatic,3rd Owner,131852.54
BMW,F850GS,2019,300,38.8,23.8,119265,Petrol,Scooter,Used,Automatic,1st Owner,140847.78
KTM,Duke 390,2022,500,41.6,34.3,83327,Petrol,Sport,Like New,Manual,3rd Owner,131327.13
Royal Enfield,Himalayan,2016,390,44.6,57.6,4596,Petrol,Adventure,New,Automatic,1st Owner,125387.2
Kawasaki,Ninja ZX-10R,2013,650,85.9,23.2,88029,Petrol,Adventure,Used,Automatic,3rd Owner,148469.84
Ducati,Multistrada,2008,180,13.7,62.2,16035,Petrol,Scooter,Used,Automatic,2nd Owner,73150.94
Ducati,SuperSport,2012,125,12.9,52.7,111135,Petrol,Naked,Like New,Automatic,1st Owner,46564.11
BMW,G310R,2015,1340,188.1,33.2,89259,Petrol,Adventure,Used,Manual,3rd Owner,940561.66
Kawasaki,Versys 650,2012,1084,81.5,53.9,66308,Petrol,Sport,Like New,Automatic,3rd Owner,275619.81
Kawasaki,Ninja ZX-10R,2014,500,53.6,18.2,103448,Petrol,Sport,New,Automatic,1st Owner,197513.45
Harley-Davidson,Fat Boy,2024,125,18.1,26.7,98605,Petrol,Cruiser,New,Manual,3rd Owner,84055.43
Ducati,SuperSport,2016,250,27.1,67.7,86112,Petrol,Scooter,Like New,Automatic,2nd Owner,149450.61
Honda,CBR 650R,2009,1340,195.3,15.0,17081,Petrol,Cruiser,New,Automatic,1st Owner,394599.68
Suzuki,Intruder,2007,110,12.8,54.4,20897,Petrol,Naked,Like New,Manual,2nd Owner,8000.0
Kawasaki,Ninja ZX-10R,2018,1000,89.2,17.3,67850,Petrol,Adventure,New,Automatic,3rd Owner,488303.31
Yamaha,MT-15,2011,110,15.5,35.9,23775,Electric,Scooter,Used,Automatic,3rd Owner,8000.0
TVS,Apache RTR 160,2011,350,43.7,53.0,41946,Petrol,Adventure,Used,Manual,1st Owner,28086.31
Kawasaki,Versys 650,2018,883,59.6,45.4,93690,Petrol,Commuter,Used,Manual,1st Owner,182892.17
Suzuki,V-Strom,2010,125,9.4,25.6,32555,Petrol,Sport,New,Automatic,1st Owner,8000.0
KTM,Duke 390,2016,250,18.0,30.6,90302,Petrol,Scooter,Used,Automatic,3rd Owner,47540.95
Ducati,Monster,2012,1250,76.6,33.9,92435,Petrol,Commuter,Like New,Automatic,3rd Owner,849827.35
Royal Enfield,Thunderbird,2018,1000,156.7,21.9,11089,Petrol,Scooter,New,Automatic,1st Owner,554188.49
Ducati,Panigale V2,2013,1250,102.1,26.0,88487,Petrol,Naked,Used,Manual,1st Owner,320582.88
Yamaha,YZF R1,2007,300,28.2,59.7,48127,Petrol,Adventure,New,Automatic,2nd Owner,108808.3
Harley-Davidson,Road King,2020,125,12.7,30.6,15747,Petrol,Scooter,Like New,Automatic,3rd Owner,55292.46
TVS,Jupiter,2017,150,16.4,24.9,102259,Petrol,Commuter,New,Automatic,2nd Owner,24611.56
KTM,Adventure 390,2014,110,9.9,34.6,94529,Petrol,Cruiser,Like New,Automatic,1st Owner,22683.7
Suzuki,V-Strom,2018,200,18.0,65.8,14976,Petrol,Adventure,Used,Manual,3rd Owner,23244.17
Suzuki,Hayabusa,2021,250,36.0,23.9,55746,Petrol,Adventure,Used,Automatic,1st Owner,42848.52
TVS,Ntorq 125,2023,1084,123.7,55.7,72747,Petrol,Commuter,New,Manual,2nd Owner,324923.01
Kawasaki,Ninja ZX-10R,2012,125,15.8,59.7,19501,Petrol,Scooter,Like New,Automatic,1st Owner,13883.76
Ducati,Multistrada,2024,250,17.4,37.5,49929,Petrol,Scooter,New,Automatic,3rd Owner,185175.93
KTM,Duke 390,2013,1000,93.5,16.7,15470,Petrol,Naked,Used,Manual,2nd Owner,253270.65
KTM,RC 390,2023,1000,109.0,51.9,79178,Electric,Commuter,New,Automatic,1st Owner,331168.26
Ducati,Multistrada,2018,500,40.6,46.8,87388,Petrol,Sport,Used,Manual,2nd Owner,314386.45
BMW,R1250GS,2012,150,20.2,72.8,78668,Petrol,Cruiser,Used,Automatic,1st Owner,53341.22
TVS,Jupiter,2024,750,84.8,27.7,12123,Petrol,Commuter,Like New,Manual,2nd Owner,223073.78
Yamaha,R15,2005,1000,140.2,16.6,104747,Petrol,Commuter,New,Automatic,1st Owner,443796.76
Yamaha,R15,2007,1000,107.6,38.4,5301,Petrol,Sport,Used,Manual,1st Owner,182450.99
Royal Enfield,Himalayan,2021,390,44.8,42.6,108022,Petrol,Scooter,Like New,Automatic,3rd Owner,156684.71
Royal Enfield,Meteor 350,2024,160,18.5,26.5,45329,Petrol,Cruiser,New,Manual,2nd Owner,95677.95
Royal Enfield,Thunderbird,2018,180,20.6,71.2,24380,Petrol,Adventure,New,Manual,3rd Owner,56191.61
BMW,S1000RR,2008,200,29.9,55.7,12796,Petrol,Commuter,New,Manual,1st Owner,145032.19
KTM,RC 390,2024,110,13.5,51.9,47995,Petrol,Naked,Like New,Automatic,1st Owner,45750.78
TVS,Raider 125,2010,150,10.0,41.6,43573,Petrol,Sport,Used,Automatic,3rd Owner,8000.0
TVS,Ntorq 125,2011,750,98.0,34.8,63260,Petrol,Scooter,Used,Automatic,1st Owner,94991.79
Suzuki,Access 125,2013,150,20.0,51.9,95113,Petrol,Sport,Used,Manual,1st Owner,8000.0
Honda,CB Shine,2022,150,23.8,54.3,39366,Petrol,Naked,Used,Manual,3rd Owner,25839.78
Kawasaki,Versys 650,2005,350,44.0,37.9,12409,Petrol,Scooter,Like New,Automatic,2nd Owner,134288.23
Royal Enfield,Classic 350,2024,1340,143.0,18.1,81895,Petrol,Scooter,New,Automatic,1st Owner,568836.12
Suzuki,Hayabusa,2015,125,15.5,54.8,108588,Petrol,Sport,Like New,Manual,1st Owner,8000.0
Royal Enfield,Meteor 350,2023,1340,158.5,61.7,32201,Petrol,Scooter,Used,Automatic,2nd Owner,444722.89
Suzuki,Access 125,2023,500,63.8,27.9,33274,Petrol,Sport,Like New,Manual,3rd Owner,153197.54
Royal Enfield,Meteor 350,2013,160,22.5,34.1,67659,Petrol,Cruiser,Used,Manual,1st Owner,31981.92
Kawasaki,Z900,2013,200,20.7,51.7,69550,Petrol,Naked,Used,Manual,3rd Owner,51931.73
Suzuki,Hayabusa,2012,1250,117.5,21.9,73177,Petrol,Sport,Used,Automatic,1st Owner,227201.87
BMW,F850GS,2022,1084,126.8,53.2,115730,Petrol,Adventure,Like New,Manual,1st Owner,835100.91
Ducati,Multistrada,2015,200,22.5,43.0,53565,Petrol,Cruiser,Used,Manual,3rd Owner,61700.11
TVS,Jupiter,2013,160,19.9,52.1,36514,Petrol,Scooter,Like New,Automatic,3rd Owner,20273.65
Ducati,Scrambler,2019,1340,158.7,28.9,54053,Petrol,Adventure,Like New,Manual,2nd Owner,602362.97
Harley-Davidson,Iron 883,2007,100,9.4,72.5,104848,Petrol,Scooter,Used,Automatic,1st Owner,15664.42
Ducati,Multistrada,2005,390,45.4,22.5,3121,Petrol,Adventure,Used,Automatic,2nd Owner,147129.2
Royal Enfield,Meteor 350,2016,750,75.6,39.6,36969,Petrol,Sport,Like New,Automatic,2nd Owner,330502.76
Kawasaki,Ninja ZX-10R,2015,350,50.1,24.3,35141,Petrol,Naked,Used,Manual,2nd Owner,66776.37
BMW,R1250GS,2008,350,56.0,69.2,113510,Petrol,Commuter,Like New,Automatic,3rd Owner,170794.55
Ducati,Multistrada,2021,125,18.4,54.7,85280,Petrol,Commuter,Like New,Automatic,3rd Owner,74175.54
KTM,RC 390,2012,100,9.3,63.9,111931,Petrol,Adventure,Like New,Automatic,3rd Owner,15194.49
Kawasaki,Ninja 300,2014,1084,70.3,55.4,93313,Petrol,Cruiser,Like New,Automatic,2nd Owner,304161.85
Suzuki,Gixxer,2011,750,100.4,23.7,82926,Petrol,Adventure,Like New,Automatic,3rd Owner,154870.23
Yamaha,R15,2011,250,37.1,39.2,94093,Petrol,Sport,Used,Manual,1st Owner,46497.4
